Iterazione,AccelX_T1_Mean,AccelX_T1_Variance,AccelX_T1_StdDev,AccelX_T1_Max,AccelX_T1_Min,AccelX_T1_AbsDerivative,AccelY_T1_Mean,AccelY_T1_Variance,AccelY_T1_StdDev,AccelY_T1_Max,AccelY_T1_Min,AccelY_T1_AbsDerivative,AccelZ_T1_Mean,AccelZ_T1_Variance,AccelZ_T1_StdDev,AccelZ_T1_Max,AccelZ_T1_Min,AccelZ_T1_AbsDerivative,AccelX_T2_Mean,AccelX_T2_Variance,AccelX_T2_StdDev,AccelX_T2_Max,AccelX_T2_Min,AccelX_T2_AbsDerivative,AccelY_T2_Mean,AccelY_T2_Variance,AccelY_T2_StdDev,AccelY_T2_Max,AccelY_T2_Min,AccelY_T2_AbsDerivative,AccelZ_T2_Mean,AccelZ_T2_Variance,AccelZ_T2_StdDev,AccelZ_T2_Max,AccelZ_T2_Min,AccelZ_T2_AbsDerivative,AccelT1_SMA,AccelT2_SMA,Label
12,1479.32,13441.311,115.937,1612,1054,447,1205.22,6467.838,80.423,1352,982,167,1800.16,11672.081,108.037,1936,1522,304,1938.233,336.899,18.355,1998,1895,38,1261.213,277.781,16.667,1317,1219,23,1345.48,496.236,22.276,1377,1236,27,4484.7,4544.926666666666,sitting
13,1533.127,7989.231,89.382,1700,1321,174,1202.993,5083.26,71.297,1390,1059,117,1885.88,3041.226,55.147,1973,1723,5,1992.827,8139.157,90.217,2160,1722,54,1314.633,10991.806,104.842,1651,877,185,1272.18,6953.921,83.39,1469,966,154,4622.0,4579.64,sitting
14,1335.667,13162.742,114.729,1652,1033,100,1330.553,20653.794,143.714,1650,1075,575,2033.993,36297.447,190.519,2453,1723,608,2097.907,15128.285,122.997,2300,1722,191,1450.727,12596.345,112.233,1651,1159,362,1090.567,18564.126,136.25,1376,840,157,4700.213333333333,4639.2,sitting
15,1330.253,3695.096,60.787,1458,1137,146,1759.167,9924.939,99.624,1907,1484,410,2465.86,8109.547,90.053,2730,2238,316,1872.447,12701.26,112.7,2241,1686,466,1260.727,3987.825,63.149,1411,1135,56,1647.38,89592.809,299.321,2099,898,1191,5555.28,4780.553333333333,sitting
16,1163.94,33006.87,181.678,1497,765,163,2140.213,109284.474,330.582,2789,1679,810,2350.707,40563.181,201.403,2679,1876,534,1747.807,1316.676,36.286,1857,1636,40,1320.467,2494.262,49.943,1547,1227,38,2052.733,1909.876,43.702,2173,1938,127,5654.86,5121.006666666667,sitting
17,1645.193,120487.396,347.113,2168,765,1158,2727.88,27122.306,164.689,2977,2258,117,2260.193,31235.849,176.737,2655,1846,56,1741.453,485.541,22.035,1818,1685,42,1335.06,1649.363,40.612,1547,1239,73,2088.373,597.101,24.436,2173,2009,1,6633.266666666666,5164.886666666666,sitting
18,1767.96,75599.225,274.953,2716,1061,86,1943.86,138259.654,371.833,2882,1352,1161,2668.393,120375.599,346.952,3599,1846,27,1755.947,1493.877,38.651,1852,1656,23,1309.813,2384.672,48.833,1419,1146,24,2038.313,2446.855,49.466,2155,1911,19,6380.213333333333,5104.073333333334,sitting
19,1616.793,134044.577,366.121,2363,899,590,2015.66,71552.411,267.493,2531,1376,525,2580.12,78677.079,280.494,3111,1994,813,1744.52,1423.703,37.732,1882,1656,18,1301.88,1465.852,38.286,1387,1184,79,2022.513,1697.316,41.198,2127,1911,23,6212.573333333334,5068.913333333333,sitting
20,1017.913,17139.292,130.917,1362,563,219,2245.207,5988.684,77.387,2531,2053,281,2149.373,22325.954,149.419,2333,1686,61,1752.627,433.434,20.819,1801,1669,52,1331.787,313.834,17.715,1367,1265,12,2086.393,566.212,23.795,2136,2014,64,5412.493333333333,5170.806666666666,sitting
21,1078.453,1313.328,36.24,1244,992,1,2270.533,626.142,25.023,2320,2183,27,2285.067,1436.542,37.902,2426,2179,2,1762.807,208.609,14.443,1793,1711,29,1332.973,174.199,13.198,1381,1279,18,2095.82,121.508,11.023,2124,2069,12,5634.053333333333,5191.6,sitting
22,1080.86,155.48,12.469,1120,1048,18,2275.12,54.626,7.391,2293,2256,23,2284.28,116.535,10.795,2310,2252,3,1762.187,136.005,11.662,1790,1720,45,1334.107,182.429,13.507,1373,1284,8,2097.72,128.495,11.336,2123,2056,17,5640.26,5194.013333333333,sitting
23,1038.673,17212.127,131.195,1408,547,3,2220.647,4979.948,70.569,2302,2031,206,2164.12,35905.559,189.488,2326,1581,282,1761.087,138.706,11.777,1802,1728,0,1334.987,163.2,12.775,1381,1303,32,2096.38,172.076,13.118,2121,2056,21,5423.44,5192.453333333333,sitting
24,1192.813,77529.632,278.441,2309,316,684,1868.287,23282.098,152.585,2202,1652,411,2325.193,80744.089,284.155,2903,1581,272,1750.173,524.277,22.897,1824,1701,13,1338.387,583.85,24.163,1430,1274,25,2096.233,434.619,20.848,2154,2028,1,5386.293333333333,5184.793333333333,sitting
25,1145.9,103320.783,321.436,2309,46,204,1799.093,25353.351,159.227,2232,1410,56,2326.12,46102.346,214.715,2962,1766,142,1748.94,2092.03,45.739,1875,1607,39,1337.48,3120.343,55.86,1563,1172,12,2098.513,1185.463,34.431,2205,2010,50,5271.113333333334,5184.933333333333,sitting
26,1406.2,62158.2,249.315,2067,780,457,1833.727,40549.559,201.369,2232,1299,71,2523.553,30282.5,174.019,2930,2101,389,1755.473,1225.316,35.005,1830,1607,22,1330.487,822.556,28.68,1407,1230,23,2089.927,676.321,26.006,2142,1987,37,5763.48,5175.886666666666,sitting
27,1538.993,7810.94,88.38,1697,1358,155,1844.687,1111.522,33.339,1968,1762,62,2631.5,1532.85,39.152,2726,2532,111,1753.587,386.269,19.654,1801,1707,4,1331.02,438.62,20.943,1386,1230,25,2085.627,349.367,18.691,2120,1987,1,6015.18,5170.233333333334,sitting
28,1668.707,814.701,28.543,1740,1590,35,1853.927,92.841,9.635,1884,1829,13,2680.513,282.983,16.822,2742,2642,42,1750.8,178.693,13.368,1795,1708,13,1334.44,150.3,12.26,1359,1296,28,2089.747,149.402,12.223,2120,2058,2,6203.1466666666665,5174.986666666667,sitting
29,1683.44,239.58,15.478,1720,1644,32,1854.933,75.556,8.692,1876,1831,25,2684.387,111.184,10.544,2710,2659,39,1748.747,149.642,12.233,1792,1716,16,1332.78,131.078,11.449,1366,1296,13,2091.207,133.111,11.537,2123,2058,16,6222.76,5172.733333333334,sitting
30,1687.893,138.762,11.78,1721,1656,8,1853.92,56.9,7.543,1873,1831,25,2686.247,93.919,9.691,2713,2659,8,1748.36,173.537,13.173,1779,1700,21,1335.32,145.191,12.05,1380,1279,5,2092.92,137.26,11.716,2121,2058,5,6228.06,5176.6,sitting
31,1684.853,171.072,13.079,1721,1642,12,1854.687,70.055,8.37,1875,1831,16,2685.413,78.936,8.885,2713,2659,5,1749.167,177.579,13.326,1786,1700,3,1331.953,141.551,11.898,1373,1303,7,2086.087,138.146,11.754,2117,2052,8,6224.953333333333,5167.206666666667,sitting
32,1688.027,5112.706,71.503,1902,1134,528,1875.887,13426.42,115.872,2264,1375,482,2706.14,3719.44,60.987,2939,2546,84,1746.44,322.3,17.953,1812,1683,26,1334.52,1428.33,37.793,1481,1162,66,2081.1,1192.37,34.531,2128,1888,140,6270.053333333333,5162.06,sitting
33,1610.2,48580.227,220.409,2083,929,271,1418.147,111807.405,334.376,2264,668,663,2278.467,134269.649,366.428,3201,1710,1017,1881.58,13799.404,117.471,2146,1683,252,1312.28,27536.148,165.94,1598,713,141,1534.86,160922.88,401.152,2124,937,875,5306.8133333333335,4728.72,sitting
34,1392.193,32096.569,179.155,1748,772,129,1306.107,7762.549,88.105,1504,1096,58,1891.913,12723.866,112.8,2086,1630,48,1991.48,2361.276,48.593,2171,1878,33,1333.533,10901.462,104.41,1598,1155,295,1288.06,3077.99,55.48,1418,1178,108,4590.213333333333,4613.073333333334,sitting
35,1274.073,6756.628,82.199,1512,865,266,1327.84,3083.988,55.534,1503,1144,125,1910.567,4635.606,68.085,2070,1630,209,1969.493,422.117,20.545,2023,1909,65,1242.14,517.694,22.753,1321,1179,92,1414.08,1099.66,33.161,1509,1324,48,4512.48,4625.713333333333,sitting
36,1269.227,3172.149,56.322,1396,1166,134,1333.42,1774.244,42.122,1419,1243,94,1794.22,4625.505,68.011,1931,1674,123,1920.56,656.806,25.628,1984,1879,59,1240.867,297.569,17.25,1287,1196,49,1415.48,643.503,25.367,1466,1360,45,4396.866666666667,4576.906666666667,sitting
37,1285.233,3610.179,60.085,1396,1172,76,1322.293,3586.954,59.891,1443,1242,78,1800.313,6939.895,83.306,1944,1674,214,1906.433,261.006,16.156,1942,1861,2,1260.34,292.491,17.102,1310,1216,33,1362.1,736.303,27.135,1425,1302,16,4407.84,4528.873333333333,sitting
38,1303.147,9463.112,97.279,1528,1172,201,1315.393,8443.719,91.89,1443,1151,126,1753.633,17124.552,130.861,1944,1355,336,1895.107,400.909,20.023,1946,1845,34,1260.633,288.739,16.992,1305,1220,21,1354.16,345.974,18.6,1394,1305,20,4372.173333333333,4509.9,sitting
39,1472.173,26583.597,163.045,1847,1044,210,1247.36,24289.55,155.851,1572,670,68,1977.627,47664.101,218.321,2552,1355,514,1948.18,5485.814,74.066,2149,1783,3,1348.553,9330.42,96.594,1609,1139,96,1224.873,19509.417,139.676,1389,883,422,4697.16,4521.606666666667,sitting
40,1479.3,20078.637,141.699,1736,1232,226,1527.213,51279.888,226.451,1824,1094,640,2408.367,35650.939,188.815,2623,1863,518,1804.367,15310.486,123.736,2164,1589,338,1265.427,5905.871,76.85,1522,1097,153,1548.567,119664.179,345.925,1971,883,957,5414.88,4618.36,sitting
41,1530.487,87713.103,296.164,2354,255,599,1732.793,23002.644,151.666,2015,1079,104,2575.073,45262.828,212.751,3087,1810,241,1694.573,1484.685,38.532,1797,1589,43,1277.427,796.498,28.222,1347,1205,65,1913.613,1708.277,41.331,1994,1796,150,5838.3533333333335,4885.613333333334,sitting
42,1513.64,64623.71,254.212,2083,751,6,1743.293,48953.527,221.254,2123,984,126,2577.493,47299.037,217.483,2978,1810,10,1696.093,999.791,31.619,1781,1627,7,1292.473,761.596,27.597,1358,1215,48,1960.48,408.316,20.207,2017,1911,6,5834.426666666666,4949.046666666667,sitting
43,1486.04,31685.545,178.004,2061,1008,362,1733.247,25365.612,159.266,2123,1020,522,2571.253,29149.989,170.734,2971,1967,367,1695.82,502.334,22.413,1765,1641,38,1296.667,568.369,23.84,1357,1215,4,1972.48,262.903,16.214,2015,1920,56,5790.54,4964.966666666666,sitting
44,1449.78,23690.985,153.919,1945,1049,556,1742.813,19962.712,141.289,1959,1079,135,2555.187,24400.832,156.208,3038,2105,108,1694.887,496.367,22.279,1765,1641,51,1298.953,462.538,21.507,1357,1235,1,1977.113,259.047,16.095,2016,1938,13,5747.78,4970.953333333333,sitting
45,1374.72,846.588,29.096,1448,1287,47,1737.507,180.823,13.447,1768,1704,12,2506.747,224.736,14.991,2561,2468,20,1693.933,160.782,12.68,1726,1665,1,1302.66,238.371,15.439,1343,1247,21,1988.14,200.84,14.172,2022,1956,11,5618.973333333333,4984.733333333334,sitting
46,1356.727,160.185,12.656,1404,1327,3,1749.707,82.034,9.057,1776,1728,21,2499.287,80.031,8.946,2522,2473,11,1693.373,157.074,12.533,1726,1660,13,1302.453,143.128,11.964,1336,1273,17,1985.267,145.636,12.068,2018,1954,18,5605.72,4981.093333333333,sitting
47,1346.32,88.551,9.41,1371,1320,6,1754.5,63.703,7.981,1774,1731,7,2494.613,65.917,8.119,2516,2479,7,1692.873,144.657,12.027,1731,1664,18,1305.44,185.886,13.634,1343,1260,10,1992.82,176.868,13.299,2030,1954,9,5595.433333333333,4991.133333333333,sitting
48,1337.007,110.407,10.507,1367,1307,19,1761.267,62.222,7.888,1781,1742,19,2490.553,73.167,8.554,2515,2468,16,1688.24,135.822,11.654,1716,1645,5,1304.427,245.018,15.653,1342,1242,10,1989.3,206.477,14.369,2031,1954,8,5588.826666666667,4981.966666666666,sitting
49,1343.5,1294.41,35.978,1514,1277,58,1758.787,2528.541,50.285,1862,1487,275,2492.527,601.636,24.528,2591,2395,64,1688.9,238.97,15.459,1736,1638,17,1310.5,465.743,21.581,1401,1224,13,2002.513,576.636,24.013,2121,1933,3,5594.8133333333335,5001.913333333333,sitting
50,1496.6,12835.907,113.296,1786,1311,284,1630.0,34163.36,184.833,2059,1238,223,2496.693,9744.079,98.712,2780,2242,9,1706.14,1211.56,34.807,1799,1624,108,1293.56,2884.086,53.704,1498,1159,75,1946.833,8427.806,91.803,2121,1594,394,5623.293333333333,4946.533333333334,sitting
51,1505.527,15260.396,123.533,1848,1020,46,1282.407,38031.361,195.016,1607,839,362,2083.933,63227.129,251.45,2604,1748,425,1856.247,7772.692,88.163,2046,1664,22,1327.327,21676.447,147.229,1710,973,20,1321.24,78707.436,280.548,1972,912,731,4871.866666666667,4504.8133333333335,sitting
52,1538.947,5144.744,71.727,1703,1393,54,1207.473,12016.463,109.62,1477,849,230,1870.46,8020.835,89.559,2106,1748,232,1890.907,8534.445,92.382,2125,1651,49,1299.027,8987.933,94.805,1542,1011,296,1320.6,8985.813,94.794,1499,1143,239,4616.88,4510.533333333334,sitting
53,1530.4,7014.52,83.753,1732,1337,34,1179.0,10601.293,102.963,1406,1031,44,1858.867,18984.742,137.785,2141,1679,9,1880.76,10799.356,103.92,2130,1677,71,1257.12,3755.706,61.284,1426,1088,91,1390.647,6549.362,80.928,1538,1091,18,4568.266666666666,4528.526666666667,sitting
54,1571.94,6658.523,81.6,1804,1363,25,1163.313,3913.948,62.562,1264,1018,37,1882.16,5195.374,72.079,2000,1676,43,1885.48,7302.41,85.454,2039,1675,146,1236.993,4077.847,63.858,1377,1023,86,1447.047,4077.618,63.856,1595,1256,111,4617.413333333333,4569.52,sitting
55,1563.567,6367.166,79.795,1804,1363,47,1133.7,4468.757,66.849,1256,1010,60,1800.687,5620.082,74.967,1973,1600,103,1890.473,7970.569,89.278,2165,1641,29,1247.96,3540.985,59.506,1383,1129,37,1391.127,4063.284,63.744,1581,1256,140,4497.953333333333,4529.56,sitting
56,1530.18,25712.468,160.351,1863,1179,46,1221.353,18722.895,136.832,1517,898,371,1937.593,7191.255,84.801,2100,1785,110,1923.48,13151.383,114.679,2165,1718,88,1246.38,3379.316,58.132,1433,1089,179,1437.313,4899.108,69.994,1595,1270,16,4689.126666666667,4607.173333333333,sitting
57,1402.447,12229.754,110.588,1618,970,289,1247.773,14520.735,120.502,1562,891,177,1991.12,21481.572,146.566,2424,1751,544,1911.313,17558.362,132.508,2193,1718,5,1332.22,14428.918,120.12,1617,1031,156,1262.64,34511.177,185.772,1595,955,63,4641.34,4506.173333333333,sitting
58,1507.493,18245.103,135.074,1907,1232,82,1565.933,35064.462,187.255,1958,1091,597,2459.967,24161.859,155.441,2860,2054,437,1811.067,14299.929,119.582,2193,1634,412,1239.553,4863.007,69.735,1421,1031,129,1705.98,91043.753,301.735,2017,955,964,5533.393333333333,4756.6,sitting
59,1436.04,13319.278,115.409,1824,1232,38,1824.127,5868.004,76.603,1922,1569,184,2573.22,3416.905,58.454,2713,2394,5,1725.747,278.976,16.703,1762,1675,37,1276.267,214.009,14.629,1317,1209,12,1943.96,498.598,22.329,2002,1857,48,5833.386666666666,4945.973333333333,sitting
60,1420.987,174.56,13.212,1456,1368,2,1882.16,148.908,12.203,1913,1850,29,2591.313,68.802,8.295,2615,2570,4,1724.653,150.853,12.282,1761,1688,10,1278.773,134.562,11.6,1309,1237,20,1948.12,137.706,11.735,1986,1911,1,5894.46,4951.546666666667,sitting
61,1411.747,114.136,10.683,1441,1374,20,1890.58,74.217,8.615,1909,1868,20,2587.907,72.538,8.517,2615,2567,2,1724.027,157.519,12.551,1756,1679,34,1280.907,119.165,10.916,1317,1250,9,1949.913,157.079,12.533,1978,1898,18,5890.233333333334,4954.846666666666,sitting
62,1405.633,97.272,9.863,1427,1379,16,1896.347,68.253,8.262,1918,1875,34,2586.567,71.699,8.468,2610,2566,0,1723.6,164.2,12.814,1758,1675,21,1279.453,152.941,12.367,1317,1250,1,1952.1,136.543,11.685,1979,1913,40,5888.546666666667,4955.153333333334,sitting
63,1404.813,95.725,9.784,1430,1381,16,1897.473,76.116,8.724,1920,1877,0,2585.88,67.479,8.215,2613,2567,2,1722.973,160.693,12.676,1762,1668,3,1283.647,218.975,14.798,1317,1250,13,1956.153,276.436,16.626,2009,1923,47,5888.166666666667,4962.7733333333335,sitting
64,1406.093,117.218,10.827,1436,1376,11,1896.96,117.198,10.826,1923,1867,23,2586.947,79.224,8.901,2613,2564,5,1721.427,160.831,12.682,1756,1668,12,1291.053,206.21,14.36,1324,1252,35,1974.88,402.319,20.058,2015,1924,32,5890.0,4987.36,sitting
65,1402.187,122.698,11.077,1442,1372,37,1901.68,89.751,9.474,1924,1872,2,2585.847,50.383,7.098,2604,2564,2,1721.82,130.094,11.406,1752,1694,19,1286.587,209.362,14.469,1326,1255,19,1964.96,437.892,20.926,2015,1919,4,5889.713333333333,4973.366666666667,sitting
66,1404.06,94.123,9.702,1428,1378,25,1898.1,78.183,8.842,1921,1876,19,2585.973,50.786,7.126,2606,2568,8,1723.247,147.119,12.129,1770,1686,2,1289.633,166.432,12.901,1326,1255,11,1974.833,203.139,14.253,2009,1933,17,5888.133333333333,4987.713333333333,sitting
67,1399.787,77.341,8.794,1418,1375,24,1902.4,60.213,7.76,1921,1886,7,2585.34,56.931,7.545,2604,2567,1,1722.913,121.906,11.041,1761,1690,2,1282.573,132.685,11.519,1307,1255,5,1957.427,222.058,14.902,1998,1918,27,5887.526666666667,4962.913333333333,sitting
68,1401.133,125.942,11.222,1428,1369,12,1903.193,170.996,13.077,1929,1859,5,2585.94,84.79,9.208,2613,2561,3,1722.967,129.819,11.394,1753,1698,3,1284.753,147.346,12.139,1316,1257,15,1962.487,272.396,16.504,2011,1929,60,5890.266666666666,4970.206666666667,sitting
69,1394.347,183.213,13.536,1428,1351,43,1907.707,282.661,16.813,1952,1843,36,2581.407,108.921,10.437,2613,2551,5,1717.127,201.044,14.179,1753,1676,31,1282.16,183.921,13.562,1319,1232,11,1954.393,441.932,21.022,2011,1904,49,5883.46,4953.68,sitting
70,1456.9,16929.583,130.114,1894,1164,1,1809.033,48699.432,220.679,2238,1386,502,2537.813,12209.445,110.496,2825,2077,511,1715.44,1669.846,40.864,1961,1603,241,1273.307,1969.399,44.378,1411,1062,201,1872.74,19496.659,139.63,2002,1276,662,5803.746666666667,4861.486666666667,sitting
71,1525.84,41806.881,204.467,1881,967,283,1236.367,64024.632,253.031,1591,517,287,2075.653,46017.8,214.518,2651,1794,460,1976.887,22082.834,148.603,2268,1603,172,1338.953,29608.844,172.072,1759,982,350,1255.46,64787.902,254.535,1853,669,444,4837.86,4571.3,sitting
72,1234.487,55336.556,235.237,2186,621,385,1363.96,25837.345,160.74,1864,1017,26,1776.267,44267.102,210.397,2251,1339,372,1847.9,8096.837,89.982,2124,1680,150,1275.96,8239.345,90.771,1608,1007,127,1335.233,8528.112,92.348,1460,1004,33,4374.713333333333,4459.093333333333,sitting
73,1245.853,6574.045,81.08,1519,1066,207,1359.433,1445.299,38.017,1446,1266,46,1807.953,22202.871,149.006,2009,1467,257,1889.087,3819.492,61.802,1988,1735,163,1237.54,723.182,26.892,1303,1159,66,1427.593,2922.521,54.06,1553,1320,127,4413.24,4554.22,sitting
74,1258.36,329.457,18.151,1309,1202,44,1360.413,525.762,22.93,1406,1282,57,1924.507,4714.13,68.66,2019,1801,189,1924.3,345.69,18.593,1971,1882,38,1224.533,311.529,17.65,1272,1178,7,1480.133,524.329,22.898,1529,1411,60,4543.28,4628.966666666666,sitting
75,1255.967,207.459,14.403,1287,1202,34,1337.947,199.517,14.125,1368,1282,38,1813.8,240.707,15.515,1850,1781,6,1917.267,284.462,16.866,1958,1875,33,1228.88,207.866,14.418,1279,1178,37,1453.247,212.012,14.561,1490,1411,11,4407.713333333333,4599.393333333333,sitting
76,1257.0,132.467,11.509,1288,1228,13,1348.433,112.072,10.586,1373,1327,21,1856.54,378.515,19.455,1891,1806,47,1940.513,344.53,18.562,1988,1892,18,1227.907,213.591,14.615,1278,1179,12,1462.8,156.6,12.514,1505,1428,5,4461.973333333333,4631.22,sitting
77,1258.12,96.199,9.808,1281,1234,14,1344.84,88.321,9.398,1368,1321,8,1848.367,264.712,16.27,1889,1819,37,1948.06,189.096,13.751,1988,1913,20,1230.38,148.742,12.196,1262,1198,3,1446.453,210.928,14.523,1483,1399,7,4451.326666666667,4624.893333333333,sitting
78,1249.527,343.289,18.528,1291,1187,7,1343.553,559.22,23.648,1388,1233,94,1831.953,1396.498,37.37,1922,1720,71,1933.9,612.117,24.741,1977,1857,1,1238.32,498.391,22.325,1331,1184,19,1425.693,1860.386,43.132,1479,1324,83,4425.033333333334,4597.913333333333,sitting
79,1393.587,54159.256,232.721,1921,1016,472,1387.48,50867.263,225.538,1881,869,269,2063.22,37162.758,192.776,2456,1720,481,1947.027,13080.879,114.372,2175,1580,114,1286.013,9231.706,96.082,1596,1091,234,1380.867,8656.262,93.039,1627,1124,124,4844.286666666667,4613.906666666667,sitting
80,1601.467,34208.529,184.955,1972,1215,488,1333.46,59034.168,242.969,1691,576,49,2330.32,35432.831,188.236,2791,1804,553,1905.14,12576.067,112.143,2259,1660,258,1258.48,11470.636,107.101,1623,1046,87,1448.607,76704.545,276.956,2035,1007,551,5265.246666666667,4612.2266666666665,sitting
81,1589.073,21431.308,146.394,1972,1387,304,1612.693,1747.479,41.803,1824,1393,80,2535.82,2756.841,52.506,2738,2415,65,1771.36,1634.337,40.427,1917,1700,98,1271.433,744.246,27.281,1328,1157,33,1945.287,4384.711,66.217,2035,1668,289,5737.586666666667,4988.08,sitting
82,1477.773,141.589,11.899,1508,1450,39,1632.42,83.164,9.119,1656,1609,2,2516.1,72.743,8.529,2538,2492,18,1758.087,151.626,12.314,1793,1723,7,1280.027,134.053,11.578,1314,1251,8,1972.627,151.127,12.293,2014,1940,22,5626.293333333333,5010.74,sitting
83,1467.06,93.456,9.667,1493,1444,5,1635.18,53.934,7.344,1664,1617,2,2512.267,68.062,8.25,2537,2492,3,1755.48,125.663,11.21,1780,1718,30,1280.787,156.048,12.492,1315,1244,24,1974.4,153.68,12.397,2014,1934,26,5614.506666666667,5010.666666666667,sitting
84,1463.38,98.689,9.934,1494,1443,5,1636.093,52.485,7.245,1655,1620,4,2510.38,58.902,7.675,2530,2493,3,1756.36,149.63,12.232,1791,1725,2,1279.413,187.736,13.702,1310,1243,15,1973.107,139.042,11.792,2002,1934,3,5609.8533333333335,5008.88,sitting
85,1461.747,98.856,9.943,1486,1434,18,1636.18,47.801,6.914,1652,1617,6,2509.013,47.093,6.862,2534,2493,9,1757.3,145.703,12.071,1802,1716,9,1278.453,132.594,11.515,1320,1243,19,1973.46,107.102,10.349,2007,1949,22,5606.94,5009.213333333333,sitting
86,1459.687,83.175,9.12,1486,1435,10,1636.973,44.026,6.635,1652,1621,15,2509.153,59.196,7.694,2527,2487,12,1755.927,175.055,13.231,1802,1712,0,1280.0,148.813,12.199,1320,1236,4,1973.613,142.05,11.918,2003,1933,12,5605.8133333333335,5009.54,sitting
87,1459.887,83.247,9.124,1486,1435,2,1637.56,48.686,6.978,1654,1621,2,2509.013,72.293,8.503,2528,2487,6,1755.673,171.873,13.11,1793,1718,7,1279.933,140.689,11.861,1319,1248,20,1974.833,109.272,10.453,1999,1941,5,5606.46,5010.44,sitting
88,1459.16,64.934,8.058,1480,1436,6,1638.293,65.661,8.103,1657,1617,12,2509.5,77.89,8.826,2539,2487,14,1756.607,149.559,12.229,1788,1718,12,1279.5,126.263,11.237,1306,1254,14,1975.82,116.401,10.789,2008,1939,7,5606.953333333333,5011.926666666666,sitting
89,1458.473,78.676,8.87,1483,1439,13,1637.56,44.18,6.647,1655,1617,18,2508.227,41.029,6.405,2525,2489,19,1756.267,124.849,11.174,1781,1726,14,1279.96,149.598,12.231,1306,1236,11,1973.853,102.805,10.139,2018,1939,24,5604.26,5010.08,sitting
90,1457.293,101.727,10.086,1484,1432,12,1637.7,61.317,7.831,1660,1622,19,2508.84,52.521,7.247,2524,2489,7,1753.34,144.584,12.024,1785,1718,8,1279.187,135.325,11.633,1307,1253,8,1969.787,155.088,12.453,1997,1932,12,5603.833333333333,5002.3133333333335,sitting
91,1453.367,78.646,8.868,1478,1431,3,1639.713,50.218,7.086,1660,1622,1,2508.373,61.727,7.857,2529,2489,14,1754.86,143.72,11.988,1785,1718,14,1279.707,136.487,11.683,1311,1249,26,1974.987,125.386,11.198,2002,1947,10,5601.453333333333,5009.553333333333,sitting
92,1454.973,87.933,9.377,1475,1431,3,1638.033,38.166,6.178,1653,1621,12,2507.38,56.049,7.487,2527,2490,5,1754.633,163.579,12.79,1812,1721,9,1280.313,217.788,14.758,1330,1237,14,1977.073,116.001,10.77,2002,1946,33,5600.386666666666,5012.02,sitting
93,1454.733,183.916,13.562,1487,1420,14,1636.587,118.949,10.906,1665,1600,10,2505.9,87.317,9.344,2528,2483,11,1749.273,199.305,14.118,1783,1714,22,1294.473,812.236,28.5,1368,1219,45,2002.547,1429.728,37.812,2100,1929,54,5597.22,5046.293333333333,sitting
94,1451.367,104.086,10.202,1482,1423,38,1637.273,123.545,11.115,1667,1612,7,2504.467,85.422,9.242,2528,2482,11,1751.493,216.277,14.706,1788,1690,12,1292.753,603.786,24.572,1368,1219,20,2005.093,926.591,30.44,2100,1930,49,5593.106666666667,5049.34,sitting
95,1448.227,82.869,9.103,1468,1425,4,1640.3,56.397,7.51,1659,1625,6,2505.22,70.145,8.375,2530,2480,6,1755.167,151.126,12.293,1784,1723,7,1283.547,155.474,12.469,1314,1247,6,1985.727,215.465,14.679,2025,1934,10,5593.746666666667,5024.44,sitting
96,1445.16,71.188,8.437,1466,1424,5,1641.353,70.522,8.398,1661,1616,22,2504.093,54.005,7.349,2530,2483,5,1752.947,148.037,12.167,1786,1711,20,1281.307,138.866,11.784,1319,1255,18,1979.46,171.728,13.105,2020,1942,10,5590.606666666667,5013.713333333333,sitting
97,1441.967,81.939,9.052,1462,1412,9,1642.7,47.797,6.914,1668,1620,3,2503.1,56.823,7.538,2524,2481,9,1752.613,142.037,11.918,1788,1720,21,1281.913,137.306,11.718,1308,1246,6,1982.473,127.743,11.302,2013,1951,4,5587.766666666666,5017.0,sitting
98,1438.02,72.06,8.489,1461,1412,6,1643.427,52.111,7.219,1668,1627,4,2501.527,68.383,8.269,2523,2481,4,1752.66,135.984,11.661,1781,1701,7,1278.827,177.557,13.325,1312,1221,7,1977.333,181.169,13.46,2012,1950,4,5582.973333333333,5008.82,sitting
99,1437.193,92.143,9.599,1459,1408,5,1645.313,57.588,7.589,1671,1628,2,2501.527,54.129,7.357,2516,2478,3,1753.127,138.511,11.769,1783,1714,8,1282.367,149.979,12.247,1310,1249,5,1980.28,169.602,13.023,2017,1940,24,5584.033333333334,5015.7733333333335,sitting
0,1696.08,3205.274,56.615,1758,1584,121,1152.56,1476.313,38.423,1271,1032,30,1972.5,194.623,13.951,1998,1913,71,1832.34,5218.691,72.241,1906,1630,176,1227.533,2235.702,47.283,1392,1149,83,1783.233,498.819,22.334,1825,1698,9,4821.14,4843.106666666667,walking
1,1714.08,17021.207,130.465,2070,1541,128,1099.14,26791.88,163.682,1356,647,71,1897.9,7014.61,83.753,2079,1743,163,1861.94,19187.696,138.52,2170,1617,90,1230.087,35116.386,187.394,1815,796,337,1747.433,21514.886,146.68,2103,1280,53,4711.12,4839.46,walking
2,1696.04,8725.705,93.411,1900,1541,265,1097.76,47179.849,217.209,1397,483,575,1901.9,10806.85,103.956,2079,1723,285,1901.94,25129.016,158.521,2225,1510,271,1247.853,76606.592,276.779,1875,571,85,1753.093,33482.125,182.981,2129,1280,419,4695.7,4902.886666666666,walking
